Year,Month,DayofMonth,DayOfWeek,FlightDate,IATA_CODE_Reporting_Airline,Origin,OriginCityName,OriginStateName,Dest,DestCityName,DestStateName,CRSDepTime,DepDelay,DepDel15,DepTimeBlk,TaxiOut,CRSArrTime,ArrTimeBlk,Flights,Distance
2017,3,23,4,2017-03-23,OO,LAX,"Los Angeles, CA",California,SFO,"San Francisco, CA",California,1800,-8.00,0.00,1800-1859,21.00,1933,1900-1959,1.00,337.00
2017,3,16,4,2017-03-16,EV,MGM,"Montgomery, AL",Alabama,ATL,"Atlanta, GA",Georgia,0655,-7.00,0.00,0600-0659,28.00,0905,0900-0959,1.00,147.00
2017,3,5,7,2017-03-05,WN,SAN,"San Diego, CA",California,MDW,"Chicago, IL",Illinois,1535,-1.00,0.00,1500-1559,10.00,2130,2100-2159,1.00,1728.00
2017,3,25,6,2017-03-25,AA,DFW,"Dallas/Fort Worth, TX",Texas,JAX,"Jacksonville, FL",Florida,1525,12.00,0.00,1500-1559,9.00,1835,1800-1859,1.00,918.00
2017,3,16,4,2017-03-16,DL,LAX,"Los Angeles, CA",California,ATL,"Atlanta, GA",Georgia,0630,5.00,0.00,0600-0659,11.00,1350,1300-1359,1.00,1947.00
2017,3,19,7,2017-03-19,DL,FLL,"Fort Lauderdale, FL",Florida,JFK,"New York, NY",New York,1210,12.00,0.00,1200-1259,47.00,1514,1500-1559,1.00,1069.00
2017,3,13,1,2017-03-13,VX,ORD,"Chicago, IL",Illinois,SFO,"San Francisco, CA",California,1630,38.00,1.00,1600-1659,26.00,1920,1900-1959,1.00,1846.00
2017,3,1,3,2017-03-01,WN,MCI,"Kansas City, MO",Missouri,LAX,"Los Angeles, CA",California,1930,5.00,0.00,1900-1959,8.00,2105,2100-2159,1.00,1363.00
2017,3,2,4,2017-03-02,AA,IAD,"Washington, DC",Virginia,CLT,"Charlotte, NC",North Carolina,1344,-7.00,0.00,1300-1359,18.00,1514,1500-1559,1.00,322.00
2017,3,23,4,2017-03-23,UA,BOS,"Boston, MA",Massachusetts,SFO,"San Francisco, CA",California,1535,1.00,0.00,1500-1559,13.00,1913,1900-1959,1.00,2704.00
2017,3,5,7,2017-03-05,EV,PNS,"Pensacola, FL",Florida,IAH,"Houston, TX",Texas,1050,-11.00,0.00,1000-1059,9.00,1245,1200-1259,1.00,489.00
2017,3,4,6,2017-03-04,UA,BOS,"Boston, MA",Massachusetts,EWR,"Newark, NJ",New Jersey,0600,2.00,0.00,0600-0659,16.00,0730,0700-0759,1.00,200.00
2017,3,16,4,2017-03-16,UA,FLL,"Fort Lauderdale, FL",Florida,IAD,"Washington, DC",Virginia,1847,-2.00,0.00,1800-1859,22.00,2127,2100-2159,1.00,901.00
2017,3,29,3,2017-03-29,WN,DAL,"Dallas, TX",Texas,AMA,"Amarillo, TX",Texas,0835,18.00,1.00,0800-0859,14.00,0945,0900-0959,1.00,323.00
2017,3,21,2,2017-03-21,WN,PHX,"Phoenix, AZ",Arizona,DEN,"Denver, CO",Colorado,1325,7.00,0.00,1300-1359,11.00,1610,1600-1659,1.00,602.00
2017,3,1,3,2017-03-01,DL,ATL,"Atlanta, GA",Georgia,DCA,"Washington, DC",Virginia,1935,2.00,0.00,1900-1959,54.00,2120,2100-2159,1.00,547.00
2017,3,10,5,2017-03-10,WN,SAT,"San Antonio, TX",Texas,DEN,"Denver, CO",Colorado,1545,133.00,1.00,1500-1559,7.00,1655,1600-1659,1.00,794.00
2017,3,29,3,2017-03-29,WN,SLC,"Salt Lake City, UT",Utah,DAL,"Dallas, TX",Texas,1230,-4.00,0.00,1200-1259,11.00,1600,1600-1659,1.00,999.00
2017,3,13,1,2017-03-13,AA,ATL,"Atlanta, GA",Georgia,DFW,"Dallas/Fort Worth, TX",Texas,1818,-1.00,0.00,1800-1859,16.00,1951,1900-1959,1.00,731.00
2017,3,25,6,2017-03-25,DL,CVG,"Cincinnati, OH",Kentucky,LAS,"Las Vegas, NV",Nevada,0730,-2.00,0.00,0700-0759,10.00,0849,0800-0859,1.00,1678.00
2017,3,24,5,2017-03-24,DL,SLC,"Salt Lake City, UT",Utah,ATL,"Atlanta, GA",Georgia,1535,43.00,1.00,1500-1559,11.00,2117,2100-2159,1.00,1590.00
2017,3,26,7,2017-03-26,B6,BDL,"Hartford, CT",Connecticut,MCO,"Orlando, FL",Florida,1705,7.00,0.00,1700-1759,16.00,2002,2000-2059,1.00,1050.00
2017,3,4,6,2017-03-04,HA,SFO,"San Francisco, CA",California,OGG,"Kahului, HI",Hawaii,0945,-4.00,0.00,0900-0959,16.00,1325,1300-1359,1.00,2338.00
2017,3,13,1,2017-03-13,WN,DTW,"Detroit, MI",Michigan,ATL,"Atlanta, GA",Georgia,1725,37.00,1.00,1700-1759,46.00,1925,1900-1959,1.00,594.00
2017,3,22,3,2017-03-22,AA,ATL,"Atlanta, GA",Georgia,DFW,"Dallas/Fort Worth, TX",Texas,0800,-5.00,0.00,0800-0859,36.00,0929,0900-0959,1.00,731.00
2017,3,30,4,2017-03-30,OO,MSP,"Minneapolis, MN",Minnesota,LNK,"Lincoln, NE",Nebraska,2000,37.00,1.00,2000-2059,22.00,2133,2100-2159,1.00,331.00
2017,3,10,5,2017-03-10,NK,CAK,"Akron, OH",Ohio,RSW,"Fort Myers, FL",Florida,1334,-7.00,0.00,1300-1359,10.00,1612,1600-1659,1.00,991.00
2017,3,12,7,2017-03-12,AA,DFW,"Dallas/Fort Worth, TX",Texas,LGA,"New York, NY",New York,1459,24.00,1.00,1400-1459,12.00,1921,1900-1959,1.00,1389.00
2017,3,29,3,2017-03-29,B6,MCO,"Orlando, FL",Florida,SJU,"San Juan, PR",Puerto Rico,0935,-8.00,0.00,0900-0959,14.00,1217,1200-1259,1.00,1189.00
2017,3,30,4,2017-03-30,WN,DEN,"Denver, CO",Colorado,MCI,"Kansas City, MO",Missouri,1705,1.00,0.00,1700-1759,8.00,1935,1900-1959,1.00,533.00
2017,3,15,3,2017-03-15,WN,PHX,"Phoenix, AZ",Arizona,OAK,"Oakland, CA",California,1135,4.00,0.00,1100-1159,8.00,1335,1300-1359,1.00,646.00
2017,3,6,1,2017-03-06,OO,DVL,"Devils Lake, ND",North Dakota,JMS,"Jamestown, ND",North Dakota,0500,66.00,1.00,0001-0559,28.00,0558,0001-0559,1.00,83.00
2017,3,15,3,2017-03-15,OO,SFO,"San Francisco, CA",California,SEA,"Seattle, WA",Washington,1800,13.00,0.00,1800-1859,31.00,2015,2000-2059,1.00,679.00
2017,3,9,4,2017-03-09,DL,ATL,"Atlanta, GA",Georgia,MIA,"Miami, FL",Florida,1505,-4.00,0.00,1500-1559,18.00,1700,1700-1759,1.00,594.00
2017,3,19,7,2017-03-19,AA,LAX,"Los Angeles, CA",California,LIH,"Lihue, HI",Hawaii,1740,-7.00,0.00,1700-1759,35.00,2109,2100-2159,1.00,2615.00
2017,3,16,4,2017-03-16,AA,ORD,"Chicago, IL",Illinois,AUS,"Austin, TX",Texas,1640,-2.00,0.00,1600-1659,11.00,1925,1900-1959,1.00,977.00
2017,3,12,7,2017-03-12,WN,MCI,"Kansas City, MO",Missouri,STL,"St. Louis, MO",Missouri,0815,-1.00,0.00,0800-0859,16.00,0910,0900-0959,1.00,237.00
2017,3,29,3,2017-03-29,WN,CHS,"Charleston, SC",South Carolina,MDW,"Chicago, IL",Illinois,0605,-2.00,0.00,0600-0659,8.00,0720,0700-0759,1.00,745.00
2017,3,10,5,2017-03-10,DL,DFW,"Dallas/Fort Worth, TX",Texas,ATL,"Atlanta, GA",Georgia,1839,-3.00,0.00,1800-1859,11.00,2151,2100-2159,1.00,731.00
2017,3,24,5,2017-03-24,WN,SAN,"San Diego, CA",California,SJC,"San Jose, CA",California,1040,6.00,0.00,1000-1059,13.00,1200,1200-1259,1.00,417.00
2017,3,6,1,2017-03-06,AA,MIA,"Miami, FL",Florida,DTW,"Detroit, MI",Michigan,2011,-6.00,0.00,2000-2059,18.00,2323,2300-2359,1.00,1145.00
2017,3,24,5,2017-03-24,WN,DAL,"Dallas, TX",Texas,ABQ,"Albuquerque, NM",New Mexico,1910,28.00,1.00,1900-1959,10.00,2000,2000-2059,1.00,580.00
2017,3,7,2,2017-03-07,UA,SFO,"San Francisco, CA",California,OGG,"Kahului, HI",Hawaii,1829,-8.00,0.00,1800-1859,14.00,2219,2200-2259,1.00,2338.00
2017,3,11,6,2017-03-11,AA,ORD,"Chicago, IL",Illinois,LAX,"Los Angeles, CA",California,1035,-2.00,0.00,1000-1059,17.00,1315,1300-1359,1.00,1744.00
2017,3,28,2,2017-03-28,DL,ATL,"Atlanta, GA",Georgia,MCI,"Kansas City, MO",Missouri,2240,-4.00,0.00,2200-2259,17.00,2354,2300-2359,1.00,692.00
2017,3,4,6,2017-03-04,HA,ITO,"Hilo, HI",Hawaii,HNL,"Honolulu, HI",Hawaii,1551,8.00,0.00,1500-1559,7.00,1645,1600-1659,1.00,216.00
2017,3,7,2,2017-03-07,DL,LAX,"Los Angeles, CA",California,ATL,"Atlanta, GA",Georgia,1716,17.00,1.00,1700-1759,22.00,0027,0001-0559,1.00,1947.00
2017,3,31,5,2017-03-31,WN,SFO,"San Francisco, CA",California,SAN,"San Diego, CA",California,0815,-3.00,0.00,0800-0859,21.00,0940,0900-0959,1.00,447.00
2017,3,31,5,2017-03-31,DL,SLC,"Salt Lake City, UT",Utah,JFK,"New York, NY",New York,1425,108.00,1.00,1400-1459,15.00,2050,2000-2059,1.00,1990.00
2017,3,27,1,2017-03-27,AA,RDU,"Raleigh/Durham, NC",North Carolina,CLT,"Charlotte, NC",North Carolina,1255,-6.00,0.00,1200-1259,35.00,1357,1300-1359,1.00,130.00
2017,3,3,5,2017-03-03,AA,BOS,"Boston, MA",Massachusetts,DFW,"Dallas/Fort Worth, TX",Texas,1000,0.00,0.00,1000-1059,16.00,1338,1300-1359,1.00,1562.00
2017,3,15,3,2017-03-15,DL,LGA,"New York, NY",New York,MIA,"Miami, FL",Florida,0936,293.00,1.00,0900-0959,41.00,1318,1300-1359,1.00,1096.00
2017,3,27,1,2017-03-27,EV,TUL,"Tulsa, OK",Oklahoma,IAH,"Houston, TX",Texas,1830,10.00,0.00,1800-1859,6.00,2008,2000-2059,1.00,429.00
2017,3,21,2,2017-03-21,EV,BTR,"Baton Rouge, LA",Louisiana,ATL,"Atlanta, GA",Georgia,0715,-5.00,0.00,0700-0759,17.00,0952,0900-0959,1.00,448.00
2017,3,24,5,2017-03-24,HA,HNL,"Honolulu, HI",Hawaii,KOA,"Kona, HI",Hawaii,0834,-6.00,0.00,0800-0859,14.00,0919,0900-0959,1.00,163.00
2017,3,16,4,2017-03-16,WN,PNS,"Pensacola, FL",Florida,BNA,"Nashville, TN",Tennessee,1855,21.00,1.00,1800-1859,10.00,2010,2000-2059,1.00,391.00
2017,3,13,1,2017-03-13,OO,SLC,"Salt Lake City, UT",Utah,TWF,"Twin Falls, ID",Idaho,1700,-5.00,0.00,1700-1759,19.00,1755,1700-1759,1.00,175.00
2017,3,23,4,2017-03-23,AA,JFK,"New York, NY",New York,PHX,"Phoenix, AZ",Arizona,0625,0.00,0.00,0600-0659,17.00,0921,0900-0959,1.00,2153.00
2017,3,5,7,2017-03-05,WN,HOU,"Houston, TX",Texas,DAL,"Dallas, TX",Texas,1300,-3.00,0.00,1300-1359,9.00,1400,1400-1459,1.00,239.00
2017,3,26,7,2017-03-26,VX,DEN,"Denver, CO",Colorado,SFO,"San Francisco, CA",California,1200,-5.00,0.00,1200-1259,10.00,1340,1300-1359,1.00,967.00
2017,3,26,7,2017-03-26,DL,EWR,"Newark, NJ",New Jersey,ATL,"Atlanta, GA",Georgia,1655,3.00,0.00,1600-1659,18.00,1929,1900-1959,1.00,746.00
2017,3,2,4,2017-03-02,WN,FLL,"Fort Lauderdale, FL",Florida,MDW,"Chicago, IL",Illinois,1450,28.00,1.00,1400-1459,16.00,1705,1700-1759,1.00,1167.00
2017,3,11,6,2017-03-11,WN,ISP,"Islip, NY",New York,BWI,"Baltimore, MD",Maryland,0630,-3.00,0.00,0600-0659,7.00,0740,0700-0759,1.00,220.00
2017,3,8,3,2017-03-08,NK,EWR,"Newark, NJ",New Jersey,FLL,"Fort Lauderdale, FL",Florida,0600,-6.00,0.00,0600-0659,29.00,0900,0900-0959,1.00,1065.00
2017,3,31,5,2017-03-31,DL,TUS,"Tucson, AZ",Arizona,ATL,"Atlanta, GA",Georgia,1330,-3.00,0.00,1300-1359,20.00,2013,2000-2059,1.00,1541.00
2017,3,9,4,2017-03-09,B6,PSP,"Palm Springs, CA",California,JFK,"New York, NY",New York,2205,22.00,1.00,2200-2259,15.00,0619,0600-0659,1.00,2378.00
2017,3,24,5,2017-03-24,OO,SUN,"Sun Valley/Hailey/Ketchum, ID",Idaho,SLC,"Salt Lake City, UT",Utah,1522,-8.00,0.00,1500-1559,9.00,1625,1600-1659,1.00,222.00
2017,3,4,6,2017-03-04,OO,FAT,"Fresno, CA",California,LAX,"Los Angeles, CA",California,1850,-9.00,0.00,1800-1859,33.00,2010,2000-2059,1.00,209.00
2017,3,7,2,2017-03-07,WN,HOU,"Houston, TX",Texas,MDW,"Chicago, IL",Illinois,0535,-13.00,0.00,0001-0559,10.00,0800,0800-0859,1.00,937.00
2017,3,31,5,2017-03-31,AA,PHX,"Phoenix, AZ",Arizona,PHL,"Philadelphia, PA",Pennsylvania,0725,282.00,1.00,0700-0759,11.00,1453,1400-1459,1.00,2075.00
2017,3,29,3,2017-03-29,DL,FLL,"Fort Lauderdale, FL",Florida,CVG,"Cincinnati, OH",Kentucky,1250,-7.00,0.00,1200-1259,11.00,1524,1500-1559,1.00,932.00
2017,3,8,3,2017-03-08,DL,ATL,"Atlanta, GA",Georgia,SDF,"Louisville, KY",Kentucky,1455,-6.00,0.00,1400-1459,10.00,1615,1600-1659,1.00,321.00
2017,3,30,4,2017-03-30,DL,DTW,"Detroit, MI",Michigan,BWI,"Baltimore, MD",Maryland,0710,-2.00,0.00,0700-0759,10.00,0848,0800-0859,1.00,409.00
2017,3,26,7,2017-03-26,WN,FLL,"Fort Lauderdale, FL",Florida,MDW,"Chicago, IL",Illinois,0925,2.00,0.00,0900-0959,18.00,1135,1100-1159,1.00,1167.00
2017,3,29,3,2017-03-29,EV,GRK,"Killeen, TX",Texas,DFW,"Dallas/Fort Worth, TX",Texas,1239,0.00,0.00,1200-1259,13.00,1335,1300-1359,1.00,134.00
2017,3,7,2,2017-03-07,WN,MDW,"Chicago, IL",Illinois,SDF,"Louisville, KY",Kentucky,0820,-5.00,0.00,0800-0859,11.00,1030,1000-1059,1.00,271.00
2017,3,7,2,2017-03-07,AA,LAX,"Los Angeles, CA",California,PHX,"Phoenix, AZ",Arizona,1750,195.00,1.00,1700-1759,24.00,2025,2000-2059,1.00,370.00
2017,3,20,1,2017-03-20,UA,AUS,"Austin, TX",Texas,IAH,"Houston, TX",Texas,1347,-5.00,0.00,1300-1359,12.00,1448,1400-1459,1.00,140.00
2017,3,10,5,2017-03-10,WN,PDX,"Portland, OR",Oregon,SJC,"San Jose, CA",California,2050,-6.00,0.00,2000-2059,7.00,2235,2200-2259,1.00,569.00
2017,3,8,3,2017-03-08,AA,CLT,"Charlotte, NC",North Carolina,SJU,"San Juan, PR",Puerto Rico,1140,0.00,0.00,1100-1159,31.00,1623,1600-1659,1.00,1475.00
2017,3,9,4,2017-03-09,OO,DEN,"Denver, CO",Colorado,RKS,"Rock Springs, WY",Wyoming,1850,-4.00,0.00,1800-1859,15.00,1956,1900-1959,1.00,260.00
2017,3,11,6,2017-03-11,OO,MDW,"Chicago, IL",Illinois,MSP,"Minneapolis, MN",Minnesota,1103,0.00,0.00,1100-1159,20.00,1230,1200-1259,1.00,349.00
2017,3,20,1,2017-03-20,UA,PHX,"Phoenix, AZ",Arizona,DEN,"Denver, CO",Colorado,1005,-9.00,0.00,1000-1059,12.00,1251,1200-1259,1.00,602.00
2017,3,2,4,2017-03-02,UA,SAN,"San Diego, CA",California,SFO,"San Francisco, CA",California,0615,-6.00,0.00,0600-0659,21.00,0800,0800-0859,1.00,447.00
2017,3,22,3,2017-03-22,EV,GRB,"Green Bay, WI",Wisconsin,ORD,"Chicago, IL",Illinois,1025,-8.00,0.00,1000-1059,14.00,1129,1100-1159,1.00,173.00
2017,3,26,7,2017-03-26,F9,LAS,"Las Vegas, NV",Nevada,DEN,"Denver, CO",Colorado,0610,-6.00,0.00,0600-0659,10.00,0916,0900-0959,1.00,628.00
2017,3,13,1,2017-03-13,DL,SLC,"Salt Lake City, UT",Utah,ONT,"Ontario, CA",California,2205,-5.00,0.00,2200-2259,19.00,2252,2200-2259,1.00,558.00
2017,3,16,4,2017-03-16,WN,MCI,"Kansas City, MO",Missouri,DAL,"Dallas, TX",Texas,0550,-4.00,0.00,0001-0559,13.00,0725,0700-0759,1.00,460.00
2017,3,17,5,2017-03-17,DL,DEN,"Denver, CO",Colorado,MSP,"Minneapolis, MN",Minnesota,0600,-2.00,0.00,0600-0659,12.00,0908,0900-0959,1.00,680.00
2017,3,4,6,2017-03-04,OO,MSP,"Minneapolis, MN",Minnesota,INL,"International Falls, MN",Minnesota,0915,-4.00,0.00,0900-0959,17.00,1041,1000-1059,1.00,255.00
2017,3,6,1,2017-03-06,OO,LAR,"Laramie, WY",Wyoming,DEN,"Denver, CO",Colorado,1555,,,1500-1559,,1652,1600-1659,1.00,113.00
2017,3,10,5,2017-03-10,DL,MDT,"Harrisburg, PA",Pennsylvania,ATL,"Atlanta, GA",Georgia,0600,-1.00,0.00,0600-0659,12.00,0759,0700-0759,1.00,620.00
2017,3,1,3,2017-03-01,DL,CHS,"Charleston, SC",South Carolina,ATL,"Atlanta, GA",Georgia,0730,-5.00,0.00,0700-0759,33.00,0853,0800-0859,1.00,259.00
2017,3,8,3,2017-03-08,EV,AEX,"Alexandria, LA",Louisiana,DFW,"Dallas/Fort Worth, TX",Texas,0620,-7.00,0.00,0600-0659,10.00,0739,0700-0759,1.00,285.00
2017,3,24,5,2017-03-24,EV,CLE,"Cleveland, OH",Ohio,MKE,"Milwaukee, WI",Wisconsin,0714,-9.00,0.00,0700-0759,20.00,0748,0700-0759,1.00,328.00
2017,3,23,4,2017-03-23,WN,LGA,"New York, NY",New York,STL,"St. Louis, MO",Missouri,1755,24.00,1.00,1700-1759,48.00,1955,1900-1959,1.00,888.00
2017,3,4,6,2017-03-04,WN,DEN,"Denver, CO",Colorado,SDF,"Louisville, KY",Kentucky,1700,-5.00,0.00,1700-1759,11.00,2120,2100-2159,1.00,1024.00
2017,3,2,4,2017-03-02,WN,SLC,"Salt Lake City, UT",Utah,LAX,"Los Angeles, CA",California,0755,30.00,1.00,0700-0759,15.00,0900,0900-0959,1.00,590.00
2017,3,21,2,2017-03-21,UA,EWR,"Newark, NJ",New Jersey,ORD,"Chicago, IL",Illinois,0655,-5.00,0.00,0600-0659,14.00,0830,0800-0859,1.00,719.00
2017,3,24,5,2017-03-24,UA,ORD,"Chicago, IL",Illinois,EWR,"Newark, NJ",New Jersey,1350,118.00,1.00,1300-1359,28.00,1701,1700-1759,1.00,719.00
2017,3,6,1,2017-03-06,OO,PSP,"Palm Springs, CA",California,LAX,"Los Angeles, CA",California,0639,-9.00,0.00,0600-0659,10.00,0743,0700-0759,1.00,110.00
2017,3,17,5,2017-03-17,WN,MKE,"Milwaukee, WI",Wisconsin,TPA,"Tampa, FL",Florida,0610,6.00,0.00,0600-0659,12.00,0955,0900-0959,1.00,1075.00
2017,3,16,4,2017-03-16,WN,DEN,"Denver, CO",Colorado,MDW,"Chicago, IL",Illinois,1640,4.00,0.00,1600-1659,8.00,1955,1900-1959,1.00,895.00
2017,3,6,1,2017-03-06,WN,ALB,"Albany, NY",New York,MDW,"Chicago, IL",Illinois,1710,0.00,0.00,1700-1759,10.00,1835,1800-1859,1.00,717.00
2017,3,15,3,2017-03-15,AA,DFW,"Dallas/Fort Worth, TX",Texas,MCI,"Kansas City, MO",Missouri,0725,-11.00,0.00,0700-0759,17.00,0902,0900-0959,1.00,460.00
2017,3,21,2,2017-03-21,HA,KOA,"Kona, HI",Hawaii,HNL,"Honolulu, HI",Hawaii,1107,3.00,0.00,1100-1159,19.00,1155,1100-1159,1.00,163.00
2017,3,16,4,2017-03-16,B6,PWM,"Portland, ME",Maine,JFK,"New York, NY",New York,0545,-7.00,0.00,0001-0559,15.00,0710,0700-0759,1.00,273.00
2017,3,18,6,2017-03-18,UA,HNL,"Honolulu, HI",Hawaii,LAX,"Los Angeles, CA",California,0700,-7.00,0.00,0700-0759,12.00,1529,1500-1559,1.00,2556.00
2017,3,13,1,2017-03-13,UA,ORD,"Chicago, IL",Illinois,SFO,"San Francisco, CA",California,0730,144.00,1.00,0700-0759,22.00,1011,1000-1059,1.00,1846.00
2017,3,4,6,2017-03-04,WN,DAL,"Dallas, TX",Texas,BUR,"Burbank, CA",California,1640,45.00,1.00,1600-1659,16.00,1800,1800-1859,1.00,1243.00
2017,3,5,7,2017-03-05,UA,DEN,"Denver, CO",Colorado,IND,"Indianapolis, IN",Indiana,1000,-7.00,0.00,1000-1059,25.00,1426,1400-1459,1.00,977.00
2017,3,2,4,2017-03-02,WN,MCI,"Kansas City, MO",Missouri,PHX,"Phoenix, AZ",Arizona,0910,-5.00,0.00,0900-0959,8.00,1105,1100-1159,1.00,1044.00
2017,3,9,4,2017-03-09,UA,DEN,"Denver, CO",Colorado,PIT,"Pittsburgh, PA",Pennsylvania,1000,-1.00,0.00,1000-1059,22.00,1500,1500-1559,1.00,1290.00
2017,3,18,6,2017-03-18,OO,LAX,"Los Angeles, CA",California,TUS,"Tucson, AZ",Arizona,1500,189.00,1.00,1500-1559,14.00,1631,1600-1659,1.00,451.00
2017,3,17,5,2017-03-17,HA,HNL,"Honolulu, HI",Hawaii,LIH,"Lihue, HI",Hawaii,1950,0.00,0.00,1900-1959,9.00,2029,2000-2059,1.00,102.00
2017,3,30,4,2017-03-30,UA,STT,"Charlotte Amalie, VI",U.S. Virgin Islands,EWR,"Newark, NJ",New Jersey,1420,-7.00,0.00,1400-1459,11.00,1850,1800-1859,1.00,1634.00
2017,3,24,5,2017-03-24,AA,BOS,"Boston, MA",Massachusetts,DFW,"Dallas/Fort Worth, TX",Texas,0600,-8.00,0.00,0600-0659,21.00,0932,0900-0959,1.00,1562.00
2017,3,19,7,2017-03-19,DL,CLT,"Charlotte, NC",North Carolina,ATL,"Atlanta, GA",Georgia,0815,-2.00,0.00,0800-0859,15.00,0932,0900-0959,1.00,226.00
2017,3,11,6,2017-03-11,WN,LAS,"Las Vegas, NV",Nevada,SFO,"San Francisco, CA",California,1450,6.00,0.00,1400-1459,12.00,1625,1600-1659,1.00,414.00
2017,3,31,5,2017-03-31,DL,ATL,"Atlanta, GA",Georgia,MCO,"Orlando, FL",Florida,1356,-2.00,0.00,1300-1359,16.00,1531,1500-1559,1.00,404.00
2017,3,11,6,2017-03-11,WN,LGA,"New York, NY",New York,BNA,"Nashville, TN",Tennessee,1400,65.00,1.00,1400-1459,13.00,1535,1500-1559,1.00,764.00
2017,3,9,4,2017-03-09,WN,SAN,"San Diego, CA",California,PHX,"Phoenix, AZ",Arizona,0900,-2.00,0.00,0900-0959,12.00,1110,1100-1159,1.00,304.00
2017,3,14,2,2017-03-14,AS,AUS,"Austin, TX",Texas,SEA,"Seattle, WA",Washington,0635,0.00,0.00,0600-0659,13.00,0903,0900-0959,1.00,1770.00
2017,3,20,1,2017-03-20,WN,PHX,"Phoenix, AZ",Arizona,OKC,"Oklahoma City, OK",Oklahoma,1330,9.00,0.00,1300-1359,23.00,1730,1700-1759,1.00,833.00
2017,3,24,5,2017-03-24,DL,MSP,"Minneapolis, MN",Minnesota,FSD,"Sioux Falls, SD",South Dakota,2205,-4.00,0.00,2200-2259,13.00,2308,2300-2359,1.00,196.00
2017,3,31,5,2017-03-31,OO,DSM,"Des Moines, IA",Iowa,MSP,"Minneapolis, MN",Minnesota,1802,-9.00,0.00,1800-1859,31.00,1911,1900-1959,1.00,232.00
2017,3,9,4,2017-03-09,DL,PDX,"Portland, OR",Oregon,JFK,"New York, NY",New York,0630,-1.00,0.00,0600-0659,11.00,1445,1400-1459,1.00,2454.00
2017,3,19,7,2017-03-19,DL,FLL,"Fort Lauderdale, FL",Florida,ATL,"Atlanta, GA",Georgia,1855,-6.00,0.00,1800-1859,10.00,2057,2000-2059,1.00,581.00
2017,3,29,3,2017-03-29,EV,XNA,"Fayetteville, AR",Arkansas,IAH,"Houston, TX",Texas,1245,95.00,1.00,1200-1259,10.00,1435,1400-1459,1.00,438.00
2017,3,2,4,2017-03-02,NK,LBE,"Latrobe, PA",Pennsylvania,RSW,"Fort Myers, FL",Florida,1331,-3.00,0.00,1300-1359,10.00,1611,1600-1659,1.00,956.00
2017,3,10,5,2017-03-10,DL,LAS,"Las Vegas, NV",Nevada,DTW,"Detroit, MI",Michigan,1220,-3.00,0.00,1200-1259,20.00,1919,1900-1959,1.00,1749.00
2017,3,7,2,2017-03-07,WN,DEN,"Denver, CO",Colorado,CLE,"Cleveland, OH",Ohio,1005,33.00,1.00,1000-1059,23.00,1450,1400-1459,1.00,1201.00
2017,3,31,5,2017-03-31,DL,SJC,"San Jose, CA",California,LAX,"Los Angeles, CA",California,0602,-8.00,0.00,0600-0659,21.00,0725,0700-0759,1.00,308.00
2017,3,8,3,2017-03-08,AS,PHX,"Phoenix, AZ",Arizona,SEA,"Seattle, WA",Washington,1700,-2.00,0.00,1700-1759,19.00,1900,1900-1959,1.00,1107.00
2017,3,3,5,2017-03-03,WN,DCA,"Washington, DC",Virginia,BNA,"Nashville, TN",Tennessee,0615,1.00,0.00,0600-0659,27.00,0715,0700-0759,1.00,562.00
2017,3,24,5,2017-03-24,AS,SEA,"Seattle, WA",Washington,SFO,"San Francisco, CA",California,0945,119.00,1.00,0900-0959,21.00,1156,1100-1159,1.00,679.00
2017,3,16,4,2017-03-16,AA,PHL,"Philadelphia, PA",Pennsylvania,DFW,"Dallas/Fort Worth, TX",Texas,1619,11.00,0.00,1600-1659,23.00,1914,1900-1959,1.00,1303.00
2017,3,13,1,2017-03-13,WN,DEN,"Denver, CO",Colorado,SNA,"Santa Ana, CA",California,2040,-2.00,0.00,2000-2059,9.00,2200,2200-2259,1.00,846.00
2017,3,15,3,2017-03-15,OO,GFK,"Grand Forks, ND",North Dakota,MSP,"Minneapolis, MN",Minnesota,1515,-4.00,0.00,1500-1559,11.00,1629,1600-1659,1.00,284.00
2017,3,18,6,2017-03-18,AA,ORD,"Chicago, IL",Illinois,DFW,"Dallas/Fort Worth, TX",Texas,1650,-4.00,0.00,1600-1659,15.00,1927,1900-1959,1.00,802.00
2017,3,11,6,2017-03-11,UA,MCO,"Orlando, FL",Florida,ORD,"Chicago, IL",Illinois,1436,0.00,0.00,1400-1459,16.00,1639,1600-1659,1.00,1005.00
2017,3,4,6,2017-03-04,WN,MCO,"Orlando, FL",Florida,BWI,"Baltimore, MD",Maryland,1340,8.00,0.00,1300-1359,12.00,1550,1500-1559,1.00,787.00
2017,3,6,1,2017-03-06,DL,DTW,"Detroit, MI",Michigan,MSP,"Minneapolis, MN",Minnesota,1213,-1.00,0.00,1200-1259,18.00,1321,1300-1359,1.00,528.00
2017,3,10,5,2017-03-10,WN,HOU,"Houston, TX",Texas,MSY,"New Orleans, LA",Louisiana,1310,7.00,0.00,1300-1359,13.00,1415,1400-1459,1.00,302.00
2017,3,19,7,2017-03-19,OO,MSP,"Minneapolis, MN",Minnesota,LNK,"Lincoln, NE",Nebraska,0855,-4.00,0.00,0800-0859,17.00,1023,1000-1059,1.00,331.00
